@RELATION music_speech
@ATTRIBUTE BIN_A_MEAN NUMERIC
@ATTRIBUTE BIN_B_MEAN NUMERIC
@ATTRIBUTE BIN_C_MEAN NUMERIC
@ATTRIBUTE BIN_D_MEAN NUMERIC
@ATTRIBUTE BIN_E_MEAN NUMERIC
@ATTRIBUTE BIN_F_MEAN NUMERIC
@ATTRIBUTE BIN_G_MEAN NUMERIC
@ATTRIBUTE BIN_H_MEAN NUMERIC
@ATTRIBUTE BIN_I_MEAN NUMERIC
@ATTRIBUTE BIN_J_MEAN NUMERIC
@ATTRIBUTE BIN_K_MEAN NUMERIC
@ATTRIBUTE BIN_L_MEAN NUMERIC
@ATTRIBUTE BIN_M_MEAN NUMERIC
@ATTRIBUTE BIN_N_MEAN NUMERIC
@ATTRIBUTE BIN_O_MEAN NUMERIC
@ATTRIBUTE BIN_P_MEAN NUMERIC
@ATTRIBUTE BIN_Q_MEAN NUMERIC
@ATTRIBUTE BIN_R_MEAN NUMERIC
@ATTRIBUTE BIN_S_MEAN NUMERIC
@ATTRIBUTE BIN_T_MEAN NUMERIC
@ATTRIBUTE BIN_U_MEAN NUMERIC
@ATTRIBUTE BIN_V_MEAN NUMERIC
@ATTRIBUTE BIN_W_MEAN NUMERIC
@ATTRIBUTE BIN_X_MEAN NUMERIC
@ATTRIBUTE BIN_Y_MEAN NUMERIC
@ATTRIBUTE BIN_Z_MEAN NUMERIC
@ATTRIBUTE BIN_A_STD NUMERIC
@ATTRIBUTE BIN_B_STD NUMERIC
@ATTRIBUTE BIN_C_STD NUMERIC
@ATTRIBUTE BIN_D_STD NUMERIC
@ATTRIBUTE BIN_E_STD NUMERIC
@ATTRIBUTE BIN_F_STD NUMERIC
@ATTRIBUTE BIN_G_STD NUMERIC
@ATTRIBUTE BIN_H_STD NUMERIC
@ATTRIBUTE BIN_I_STD NUMERIC
@ATTRIBUTE BIN_J_STD NUMERIC
@ATTRIBUTE BIN_K_STD NUMERIC
@ATTRIBUTE BIN_L_STD NUMERIC
@ATTRIBUTE BIN_M_STD NUMERIC
@ATTRIBUTE BIN_N_STD NUMERIC
@ATTRIBUTE BIN_O_STD NUMERIC
@ATTRIBUTE BIN_P_STD NUMERIC
@ATTRIBUTE BIN_Q_STD NUMERIC
@ATTRIBUTE BIN_R_STD NUMERIC
@ATTRIBUTE BIN_S_STD NUMERIC
@ATTRIBUTE BIN_T_STD NUMERIC
@ATTRIBUTE BIN_U_STD NUMERIC
@ATTRIBUTE BIN_V_STD NUMERIC
@ATTRIBUTE BIN_W_STD NUMERIC
@ATTRIBUTE BIN_X_STD NUMERIC
@ATTRIBUTE BIN_Y_STD NUMERIC
@ATTRIBUTE BIN_Z_STD NUMERIC
@ATTRIBUTE class {music,speech}
@DATA
-18.248715,-7.848936,-2.879304,-0.149400,0.852147,-4.297821,-0.834153,-1.090778,-1.241123,-0.865981,-0.509244,-0.026248,-0.990892,-0.679988,-0.269343,0.374201,-0.531789,-0.295348,-0.243863,-0.454374,-0.288937,0.041646,-0.048246,-0.268433,-0.082572,-0.169847,25.447719,10.385698,6.027226,3.764900,3.064651,3.350164,2.369384,2.357915,2.342157,2.030302,1.486450,1.366235,1.306559,1.344423,1.328266,1.201813,1.098314,0.951320,0.922268,0.861257,0.797982,0.770632,0.677280,0.610717,0.562466,0.430894,speech
-7.372237,-8.477252,0.898170,-0.633085,0.832189,-1.299386,-1.684121,-0.129258,-2.053015,-0.343798,0.002228,1.217303,-0.380555,0.209654,-0.373991,0.328287,-0.228662,-0.159525,-0.442140,0.114371,-0.415527,0.083329,-0.071961,-0.041625,-0.079101,0.089896,23.097536,10.708661,4.024303,3.841132,3.646793,2.362300,2.704461,2.299915,2.007630,1.848902,1.589395,1.598574,1.162301,1.220092,1.362858,1.117499,1.024655,0.984128,0.856054,0.826668,0.790255,0.665780,0.681460,0.602889,0.588947,0.576874,speech
2.037243,-12.435124,-3.142218,2.708635,0.347314,-0.462697,-1.821859,-0.528193,0.169331,-0.897589,0.891753,0.332269,-0.994136,0.121729,-0.800316,-0.268845,-0.683374,-0.726324,-0.563807,-0.332962,-0.332108,-0.581783,-0.076059,-0.284935,-0.249603,0.062375,26.391788,9.751800,5.632408,5.032001,4.323368,3.086141,2.936637,2.738903,2.014506,2.189269,1.974221,1.609899,1.509457,1.511195,1.371509,1.187293,1.086833,0.904573,0.893920,0.854230,0.762521,0.862929,0.815432,0.815774,0.734494,0.584574,speech
-25.514838,-14.233592,-3.143592,3.276740,0.147021,-0.195775,-1.919819,-0.274247,0.176433,-0.635406,1.089037,0.038570,-0.654036,0.110854,-0.866625,-0.049793,-0.661068,-0.375815,-0.283522,-0.291949,-0.159214,-0.413089,0.006348,-0.248572,-0.272887,0.086479,25.775032,8.634655,5.380634,4.114245,4.264394,3.232963,3.162271,2.599156,2.108705,2.122172,1.876280,1.577528,1.488051,1.448171,1.256892,1.181639,1.231601,1.125629,1.128788,1.079193,1.033451,0.967216,0.852629,0.830835,0.759828,0.640370,speech
7.956577,-12.545801,-3.239966,-1.721578,1.169863,-0.798989,-2.224143,-0.601776,-0.207041,0.179653,0.394209,0.985902,0.273941,0.005684,0.539589,1.052951,0.110279,0.627685,0.395407,0.138085,0.297095,0.317401,-0.075870,0.088603,-0.017071,-0.045961,15.823710,6.648711,4.821689,3.235136,3.020489,2.572425,3.014402,1.732127,1.601333,1.853998,1.407679,1.128031,1.124602,1.548782,1.036016,0.986694,0.871910,0.720058,0.672919,0.625039,0.588100,0.572690,0.507575,0.472043,0.452616,0.508294,speech
5.403705,-11.287859,-2.286542,1.446612,1.317302,-0.726260,-0.480277,-0.861558,-2.286816,-0.451085,0.468881,0.087763,-0.176253,-0.334280,-0.464124,0.306176,-0.126817,-0.216374,-0.263885,0.005411,-0.250344,0.001961,-0.043956,-0.050087,-0.134219,-0.119441,17.189034,7.689094,3.874479,3.498129,2.716227,2.890641,1.934778,1.996259,2.100219,1.461034,1.563152,1.234342,1.051193,1.106607,1.015130,0.837944,0.844713,0.806837,0.714251,0.688991,0.693413,0.601104,0.546094,0.542543,0.461775,0.419093,speech
9.748877,-13.344859,-2.614872,-2.511998,-1.330866,-0.594123,-3.757012,-0.715580,-1.242902,0.304260,-0.264473,0.046435,-0.072281,0.123081,-0.982672,0.976221,0.191823,-0.248513,0.102321,0.195595,-0.573307,0.079795,-0.149846,-0.304341,-0.217550,0.145685,14.897316,7.010436,3.531247,3.405795,2.797222,2.005111,2.449306,1.658991,1.341500,1.410870,1.401329,1.073817,0.953335,1.137348,1.373452,0.879991,0.814507,0.850435,0.698780,0.647030,0.657868,0.585618,0.510100,0.512695,0.461294,0.405252,speech
0.909293,-12.308978,0.052127,-0.456127,0.166903,-0.279499,-1.029787,0.158038,0.541560,0.897196,0.343244,1.215180,0.396630,0.690898,0.275565,1.404327,0.473011,0.398492,0.404457,0.299406,-0.108639,0.182433,0.117910,-0.097504,-0.180852,-0.006311,12.405132,4.594212,3.030236,2.792851,2.329133,2.410204,2.080928,1.483736,1.190916,1.318334,1.275525,1.034099,1.043158,1.023331,1.175244,0.851479,0.791303,0.875842,0.663488,0.611983,0.561324,0.524731,0.487815,0.432337,0.437663,0.393644,speech
4.293153,-11.937924,-1.832424,-3.148274,-0.928958,-1.737008,-2.097582,-0.378696,-0.749891,0.838142,-0.699123,0.026079,0.569185,-0.462567,0.242829,0.879199,-0.350727,0.231147,0.136307,0.124287,0.075667,0.342967,-0.149683,0.134734,0.199746,0.028677,13.371829,4.398400,3.357456,2.108734,2.050266,2.429758,2.074580,1.419768,1.418827,1.684102,1.271353,0.852482,1.116017,1.291577,0.826413,0.679642,0.927329,0.692442,0.562149,0.548172,0.514826,0.476881,0.485781,0.441689,0.585328,0.415763,speech
-0.203460,-7.038126,-8.387162,-0.965780,1.603606,-1.349691,-1.525465,0.400443,-0.640729,-0.197940,0.408420,0.741359,0.178526,-0.191933,-0.547545,0.388419,-0.014636,-0.561217,0.091486,0.454395,-0.054057,0.241250,0.262826,-0.108573,0.008900,-0.001657,24.053584,7.881764,6.348853,4.711321,3.796063,3.407193,3.312324,2.231686,2.141175,2.045255,1.775483,1.788106,1.447028,1.321263,1.439653,1.173219,1.167129,1.150844,1.097954,1.030729,1.157797,1.063571,1.082958,0.980510,0.937412,0.779709,speech
-11.083658,-4.576955,0.698897,1.370131,1.581107,-2.031023,0.746065,0.239702,-0.516987,0.863291,-0.486647,0.782567,-0.641634,-0.160314,0.064250,0.741836,-0.759926,0.052720,-0.084536,-0.295568,-0.419171,0.013839,-0.344913,-0.281884,-0.360187,0.005605,14.605324,9.014715,3.458527,3.447664,3.228836,2.713319,2.110489,1.726875,1.568638,1.639743,1.486998,1.313841,1.311455,1.304256,1.204876,1.018590,0.995414,0.760458,0.770250,0.660988,0.574925,0.612987,0.505513,0.562389,0.477906,0.463030,speech
8.342247,-12.983218,-2.311959,-2.101068,-0.612390,-1.904819,-2.067285,-0.866382,-1.028901,0.258153,-1.086128,0.360262,0.882044,-0.496596,0.353442,1.101841,-0.144044,0.061472,0.284655,-0.033877,-0.041163,0.317522,0.008533,0.280717,-0.128021,0.224345,15.743287,5.795542,3.767042,2.313426,2.699191,2.685542,2.203914,1.992144,1.563478,1.693051,1.250249,0.960425,1.262098,1.446142,0.949151,0.798189,0.814109,0.858977,0.689113,0.589289,0.571477,0.452120,0.510659,0.509064,0.446957,0.442125,speech
-3.720904,-14.988658,-2.644933,2.465961,0.068098,-1.549576,-1.157109,-1.285479,-0.386820,-0.400286,-0.572152,0.413557,-1.272584,-0.870107,-0.771645,-0.624894,-0.779229,-0.242178,0.058717,0.014643,-0.159215,0.254422,0.127344,-0.049969,0.351501,0.023216,25.547023,8.355358,5.811787,3.924114,3.969997,3.978059,2.662878,3.191618,2.170550,2.048860,2.200589,1.402750,1.745607,1.853709,1.300813,1.411228,1.313054,1.391246,1.242304,1.174564,1.052836,1.089610,1.063228,1.015047,1.034074,0.698258,speech
15.283821,-15.800608,-3.243939,-4.066451,-2.269392,-3.111997,-2.336303,-0.737599,-1.635788,0.152465,-0.868461,-0.065708,-1.251208,-0.599495,-0.347365,0.178077,-0.057561,0.132921,0.025987,0.038139,0.211656,0.279336,-0.418345,-0.086326,-0.044479,-0.044844,18.252922,8.039947,5.750634,4.014218,3.710752,3.476510,2.811025,1.984017,1.952738,1.687478,1.422732,1.383099,1.478667,1.307675,1.232213,1.244655,1.241403,1.165555,1.058790,1.123757,1.043728,0.900136,0.934493,0.998192,0.906411,0.642151,speech
8.689965,-6.244940,-1.893367,0.696685,1.501301,-2.810720,-1.760572,-1.381412,-1.626807,-0.341495,0.303460,0.537114,-0.369840,0.151410,-0.373605,0.411570,-0.265330,-0.569799,-0.371129,0.052440,-0.357487,-0.102732,-0.018318,-0.080327,-0.125453,0.008884,22.706578,10.146430,4.497195,3.469868,3.436272,2.927529,2.408763,1.930878,1.940632,1.877812,1.557080,1.216817,1.230173,1.418034,1.094804,0.985604,1.063860,0.916098,0.792691,0.743736,0.676122,0.585349,0.572403,0.527182,0.509750,0.527738,speech
0.912040,-14.467321,-1.265445,-2.198807,-0.954616,-0.209668,-2.767686,-0.590202,-1.183433,0.217202,-0.675084,-0.164182,-0.032431,-0.110068,-0.253564,1.259827,-0.058750,0.262999,0.723069,0.052253,-0.161977,0.443854,0.094293,0.069884,-0.196477,0.129111,14.125692,4.937159,2.737160,2.453769,2.184072,1.735137,2.273341,1.409983,1.271794,1.286007,1.392647,0.839523,1.012528,0.954181,1.309345,0.822859,0.821941,0.998442,0.677061,0.505453,0.486441,0.481546,0.393823,0.407272,0.376395,0.374697,speech
11.953274,-14.326402,-2.125528,0.285936,-1.437851,-1.361204,-3.345649,0.200634,-1.436722,0.119705,-0.069803,-0.265892,0.714329,-0.192735,0.335944,0.974561,-0.069326,-0.007054,-0.593028,0.324746,-0.239136,-0.131473,0.069130,-0.046847,-0.138228,0.220599,15.711682,7.470643,3.389740,3.233682,3.004805,2.748140,2.656691,1.915336,1.575025,1.681820,1.438199,1.235907,1.180726,1.097076,1.032093,1.047860,0.865801,0.778398,0.787829,0.708618,0.642566,0.618164,0.572161,0.516287,0.503868,0.521374,speech
30.725797,-13.598330,-4.054828,1.550012,-0.344120,-0.130846,-1.352629,0.311775,-0.713187,0.596308,-0.234961,0.924402,-0.425209,-0.399101,-0.969466,0.314572,-0.424500,-0.684264,-0.412382,-0.192787,-0.705211,-0.468977,-0.193874,-0.088893,-0.168994,0.060144,11.325658,8.500130,4.229895,3.712597,3.309522,2.473214,2.175246,2.027805,1.799392,1.518658,1.485917,1.176198,1.074717,1.209317,1.076722,1.046283,0.865005,0.917064,0.745024,0.715012,0.689549,0.664924,0.603465,0.614499,0.490599,0.489202,speech
0.218435,-10.739913,-6.578602,2.407065,2.839962,-1.072785,-2.050389,0.364274,-1.659489,-0.004297,0.618493,0.572983,-0.588953,0.315818,-0.356529,-0.143625,0.032661,-0.252132,-0.374265,0.091983,-0.107410,-0.256945,-0.025669,0.059085,-0.111556,-0.131664,20.828008,8.725998,4.933023,3.798396,4.093153,3.449477,2.945875,2.503766,2.237935,1.869851,1.804205,1.540726,1.153461,1.440659,1.302866,1.066392,1.001821,1.104143,0.914231,0.850230,0.787432,0.796194,0.698485,0.612756,0.619110,0.612625,speech
21.252418,-9.634756,-5.945287,1.594375,0.020927,-2.029171,-1.872879,-0.562137,-0.565198,-0.504076,-0.309789,-0.292902,-1.003389,-0.187156,-0.583152,-0.093709,-0.244531,0.095102,0.028616,0.174999,0.148579,0.174577,-0.017160,-0.084029,-0.046202,0.002979,21.977327,8.052735,6.079403,4.792057,3.686659,3.220031,2.825482,3.168226,1.985491,2.024778,1.871598,1.528116,1.566283,1.481505,1.519709,1.407213,1.462793,1.352073,1.411848,1.367817,1.212774,1.077219,1.009796,1.026535,1.029010,0.786368,speech
-19.591531,-7.321515,-6.022315,0.422388,2.737831,-2.064016,-2.659119,0.866249,-0.350571,-0.130492,1.287852,0.435231,-0.445413,0.545803,-0.074642,0.007439,-0.011600,-0.070319,-0.268174,0.059355,-0.107029,-0.405888,0.023694,-0.141236,-0.263909,0.082070,24.793090,8.971495,6.951441,4.146338,3.793362,3.628064,3.039930,2.163799,2.117188,1.773395,1.612969,1.583716,1.450089,1.723638,1.412327,1.185080,1.285901,1.187027,1.283662,1.152779,1.007105,1.065665,0.864315,0.800384,0.799143,0.642728,speech
-27.645050,-3.375803,1.660834,1.344543,1.127563,-0.560904,-0.868309,-0.533274,-1.311093,-0.112680,-0.655633,-0.103907,-0.851536,-0.079579,-0.289362,-0.935555,-0.263299,-0.361963,-0.297496,-0.484636,-0.178142,-0.278558,-0.287731,-0.244855,-0.288452,-0.181970,24.661284,5.028197,3.260702,2.743256,2.165828,2.513215,2.093216,1.964752,1.652699,1.537684,1.235316,1.298828,1.069462,1.027869,0.872353,1.150955,0.947956,0.748773,0.840921,0.738456,0.723147,0.716119,0.725598,0.654673,0.628954,0.469389,speech
12.822189,-1.714676,-10.199133,-1.605406,2.662360,-2.387494,-2.452670,1.299935,-0.919208,0.050385,1.068829,-0.344747,-0.154702,0.764761,-0.506571,0.109328,0.658657,-0.173174,-0.147694,0.506601,-0.246394,-0.356247,0.268528,-0.163833,-0.331386,0.258792,22.237160,5.793852,5.244984,2.728235,3.459220,3.064500,2.855364,2.020789,1.920342,1.893500,1.595844,1.278752,1.178417,1.184349,1.080620,0.965753,0.942877,0.817885,0.839961,0.800191,0.709365,0.579068,0.586243,0.608651,0.527985,0.506733,speech
15.376716,-14.038688,-10.306944,-2.565950,-0.977471,-3.036606,-3.896182,-1.192236,-1.089068,0.518100,-0.257912,1.268356,1.418158,0.145394,0.714330,0.763063,0.214532,-0.380367,0.034779,0.120789,0.019387,0.153078,-0.289638,0.183352,-0.064505,0.257141,8.676129,3.675714,2.601213,2.144823,2.169007,2.580723,2.156436,1.426044,1.183038,1.182080,1.093850,1.031383,1.081954,0.876302,0.999054,0.828615,0.729050,0.787442,0.670715,0.630122,0.599524,0.532933,0.499871,0.480303,0.442558,0.479897,speech
11.063683,-13.487610,-8.609299,-2.543290,-1.573121,-2.181283,-3.267542,-1.813975,-0.833066,0.897810,-0.771192,1.161704,1.251831,0.277286,1.161222,1.270746,0.238743,-0.124758,0.003612,-0.039632,-0.106081,0.041038,-0.261686,-0.085904,-0.179058,0.246077,8.923041,3.783798,2.970271,2.350621,1.993777,2.946085,2.411302,1.554305,1.289731,1.293950,1.104892,1.150487,1.147881,1.013911,0.927979,0.878614,0.745029,0.841638,0.656307,0.687583,0.683390,0.618758,0.576759,0.617404,0.571267,0.493271,speech
14.077310,-12.830852,-10.358360,-1.699333,-0.954760,-4.027085,-2.816181,-1.256133,-1.132358,1.349361,0.700830,1.404126,1.326025,0.774945,1.283056,1.260620,0.405664,-0.105369,0.358363,0.348037,-0.388008,0.182721,0.034427,0.459806,0.060121,0.035027,6.734663,2.773468,2.705902,2.220138,1.776400,2.006743,1.566653,1.363979,1.599615,1.159653,1.101804,1.031628,1.083225,1.068298,0.990090,0.940118,0.986734,0.730063,0.788956,0.665607,0.624401,0.603082,0.527054,0.519741,0.497519,0.469075,speech
12.014346,-6.862599,-8.120034,0.821476,1.586029,-3.129067,-2.329770,0.957262,-0.707722,-0.467041,0.301193,-0.435987,-0.703525,0.393013,-0.492086,-0.424989,-0.175223,-0.487418,-0.298903,0.096190,-0.205761,-0.344320,-0.004955,-0.188746,-0.224145,0.117978,20.768268,7.967043,5.416645,3.814666,3.993505,3.611674,2.768764,2.835150,2.053009,1.987106,1.849200,1.605262,1.437540,1.459362,1.300294,1.079918,1.158360,1.159271,1.062218,1.004628,1.016684,1.020320,0.943650,0.961987,0.852876,0.688472,speech
12.070052,-14.176959,-4.186320,-1.494246,-3.677728,-3.276130,-2.704069,-1.891586,-0.241916,-0.543887,-0.589160,0.613378,-0.994128,-0.941225,-0.163105,-0.296278,-0.466857,-0.074932,-0.110460,0.088215,-0.191770,0.300914,-0.254613,-0.291472,-0.135899,0.122487,13.612661,6.858446,4.836677,3.494969,3.518885,2.875296,2.523060,1.843894,1.757119,1.469896,1.521916,1.393093,1.397584,1.168863,1.109867,1.161494,1.000139,1.040864,1.017555,0.963554,0.976052,0.968181,0.978502,0.913738,0.907679,0.686795,speech
7.485482,-14.208506,-1.287170,-1.447472,-2.790090,-1.730827,-2.742972,-0.424704,0.312657,1.254234,-1.092939,1.386702,-0.303286,-0.082074,0.616252,-0.356970,-0.124307,0.738416,-0.135499,0.075167,0.195106,-0.028459,-0.284089,-0.093100,-0.104471,0.067762,12.380455,6.229763,3.761590,2.646717,2.415161,3.142519,2.091063,1.643139,1.388686,1.592647,1.219376,1.244074,1.335016,1.300271,0.922180,1.292034,0.809930,0.818234,0.809541,0.654165,0.661163,0.656670,0.596812,0.558711,0.557756,0.462775,speech
-17.660105,-12.536885,-3.244938,2.935153,0.895890,-0.373960,-0.799183,-0.619770,0.955832,-0.002753,1.194496,0.332020,-0.404295,0.197528,-0.989297,0.094804,-0.505001,-0.777181,-0.326674,-0.353148,-0.336959,-0.438011,-0.051742,-0.091478,-0.326360,0.141363,24.393348,9.466045,5.366133,3.900220,4.240845,2.982713,2.842967,2.471103,2.029154,1.808546,1.731589,1.484457,1.439696,1.271265,1.301872,1.108070,1.035079,0.985873,0.894365,0.858171,0.862874,0.780075,0.728468,0.720617,0.663707,0.617894,speech
10.217889,-9.043606,-5.482850,1.805181,1.816543,-1.596062,-0.774119,0.300630,0.170166,0.170457,0.676138,0.172221,-0.112485,0.333791,-0.476517,0.253310,-0.283382,-0.317502,0.137984,-0.097489,-0.408925,-0.140749,-0.018018,-0.297185,-0.125657,-0.023087,21.103266,8.925740,5.781606,4.568811,3.784083,3.296234,2.755507,3.507922,1.999502,1.842172,2.107849,1.489324,1.421615,1.550042,1.509343,1.082235,1.265222,1.210998,0.979281,0.932990,0.895217,0.865058,0.860027,0.809182,0.726254,0.572979,speech
10.863686,-5.171779,-7.745232,-0.812835,2.181213,-1.002295,-1.987590,-0.591734,-0.632830,0.474555,1.043965,0.224598,-0.210960,0.596630,-0.066612,0.399048,0.156150,-0.124556,0.106460,0.102699,-0.023721,0.001634,0.051163,-0.057131,-0.134199,-0.083200,22.838051,7.577122,5.819269,4.862046,3.872646,2.932127,2.981029,2.502324,1.972786,1.985727,1.780899,1.571985,1.411606,1.407715,1.386538,1.170416,1.177301,1.235372,1.115057,1.124321,0.965634,0.816859,0.754788,0.659453,0.658203,0.558453,speech
4.997754,-13.480616,-4.929579,2.968998,0.698071,-0.312143,-1.507233,-0.700766,-0.045637,0.057509,0.132067,0.115395,-0.261576,-0.172193,-0.571977,0.539310,-0.513716,-0.907149,-0.141616,-0.363015,-0.502767,-0.295836,-0.109897,-0.168955,-0.058012,-0.118553,24.002194,8.402519,5.606519,3.792718,3.265603,3.152952,3.015497,2.787236,2.154238,2.236507,1.796329,1.513956,1.702910,1.788492,1.601568,1.692914,1.448480,1.193484,1.121801,1.206294,1.195726,0.941387,0.911171,0.758394,0.767674,0.684737,speech
6.118945,-2.368988,-9.016526,-1.558802,2.018152,-2.992507,-2.862211,1.237706,-0.877882,-0.533761,0.386291,-1.088751,-1.308648,-0.003997,-1.112707,-0.799331,-0.303856,-0.629613,-0.619348,0.054625,-0.159391,-0.299893,0.082595,-0.055555,-0.185504,0.157480,18.889048,6.270699,5.063691,3.460292,3.453749,3.024428,2.473133,2.201236,1.855664,1.534226,1.362800,1.411803,1.260440,1.299169,1.054985,1.092147,1.022610,0.850309,0.976578,0.895801,0.809788,0.868745,0.869983,0.909049,0.860673,0.626334,speech
27.104853,-5.066852,-7.618507,1.272250,2.835800,-3.515594,-2.371560,1.208130,-0.552184,-0.453231,0.554226,0.043733,-0.187256,0.583133,-0.673503,-0.096224,0.195249,-0.460675,-0.570446,0.116622,-0.331259,-0.442891,-0.014345,-0.236260,-0.293529,0.144827,19.984302,8.644689,5.524548,4.708552,5.368597,3.005558,2.655125,2.913758,2.193395,1.746317,1.859270,1.553704,1.303773,1.459818,1.084486,1.039708,1.248817,1.029452,1.017425,0.854111,0.798016,0.853247,0.827915,0.674380,0.748097,0.561386,speech
9.308523,-8.593887,-6.758079,1.340946,1.750253,-2.267466,-1.827579,0.457695,-0.799811,-0.464692,-0.057339,-0.242930,-0.434329,-0.239014,-0.972075,0.056368,-0.317367,-0.906758,-0.455433,-0.116338,-0.525295,-0.360911,-0.043479,-0.231341,-0.186457,-0.070087,23.541462,8.743709,6.534607,3.676876,3.996726,3.574642,2.814863,2.749152,2.325836,1.829446,1.950247,1.784676,1.270624,1.462517,1.426109,1.144764,1.140286,1.120124,0.952681,0.887524,0.958003,0.771472,0.786504,0.773253,0.655704,0.600967,speech
17.822407,-11.515007,-5.473038,-1.728911,-1.351572,-4.154178,-1.473291,-1.262969,-1.145040,1.407795,-0.179610,-0.263603,0.454227,-0.309568,-0.855284,0.889792,-0.465890,-0.180257,0.185327,0.235247,-0.305573,0.272849,0.045487,-0.128120,-0.025049,0.107116,17.584455,7.640732,5.306295,2.818064,2.706005,3.419297,1.875989,2.149003,1.759464,2.077089,1.410559,1.355515,1.174774,1.917151,1.424073,0.967330,0.989188,0.851182,0.677233,0.647316,0.592516,0.557440,0.536821,0.502216,0.452487,0.426960,speech
5.025899,-7.320420,1.717701,-0.496677,0.475668,-1.396392,-1.818066,0.134075,-2.046611,-0.675629,0.033337,1.062475,0.025666,0.270987,-0.400561,0.436281,-0.555092,0.024947,-0.231031,0.037784,-0.237215,0.196218,-0.062841,0.113080,-0.032766,0.197255,21.199516,11.028176,4.242109,3.963567,3.758493,2.463803,2.763017,2.078543,1.909642,1.959758,1.495782,1.503629,1.132405,1.230015,1.242167,1.142582,1.112391,0.942703,0.797338,0.804633,0.669851,0.665567,0.571095,0.560499,0.570596,0.526894,speech
6.994858,-5.538771,-7.351713,0.046908,2.716517,-3.455637,-2.489250,1.103443,-0.661016,-0.363261,0.988768,0.513833,-0.008950,0.766121,-0.136700,0.096879,0.265348,-0.306190,-0.119778,0.520466,0.078408,-0.092674,0.344083,0.071437,-0.240189,0.136405,21.638109,6.716689,6.052780,4.213609,3.158858,3.733599,3.099078,2.173587,2.114992,2.031377,1.558850,1.546454,1.397156,1.544094,1.466004,1.220485,1.284661,1.372677,1.085041,1.243180,1.155679,0.966024,0.991552,0.935372,0.918621,0.746206,speech
-1.890371,-2.579613,-9.608348,-1.925931,2.740839,-3.891532,-3.140782,1.700732,-0.838667,-0.626365,0.824453,-0.584179,-1.033991,0.634298,-0.352010,-0.031648,0.806559,0.167413,-0.006539,1.041366,0.571269,0.154233,0.667077,0.356712,0.041999,0.422803,19.595318,5.209262,4.594552,3.327398,3.729454,3.007240,2.619964,1.923353,1.843818,1.755645,1.498180,1.356580,1.347574,1.343657,1.159056,1.307187,1.444087,1.365136,1.232435,1.221526,1.183562,1.107643,0.993752,1.068359,1.064174,0.771246,speech
12.614276,-5.626265,-8.702274,-0.774833,2.824030,-3.150194,-2.595087,0.661311,-0.779993,0.356737,1.030342,-0.836471,-0.283030,0.994060,-0.651462,0.035442,0.636874,-0.303003,-0.139571,0.721671,0.150339,-0.115321,0.439992,0.112264,-0.191720,0.287350,16.719442,6.927480,4.516412,4.074299,3.597964,3.101605,2.772546,2.510365,2.116318,2.008870,1.631128,1.445237,1.370952,1.480305,1.188649,1.112401,1.235872,1.231684,1.229659,1.343841,1.235000,1.035754,0.941983,0.998158,0.971413,0.747136,speech
1.703596,-8.655367,-0.688987,1.947340,1.598605,-1.767715,-0.942242,-0.366567,-1.479005,1.110938,-0.579254,0.154804,0.024081,-0.076293,-0.293718,0.936611,-0.535656,-0.199359,-0.390188,0.017289,-0.228728,-0.384415,-0.154483,-0.231253,-0.153597,-0.089664,16.599522,10.789769,4.296599,3.682723,2.885078,2.331624,2.004234,1.937117,2.047520,1.625180,1.613420,1.327030,1.239044,1.313317,1.217751,1.044217,1.105598,0.893661,0.907957,0.765084,0.711008,0.626511,0.662283,0.563157,0.578801,0.493234,speech
7.753763,-5.524529,-7.121429,0.128181,2.081995,-2.749027,-2.845435,1.211916,-0.660373,-0.535275,0.857081,0.090060,-0.563041,0.354954,-0.263892,-0.231376,-0.049645,-0.269415,-0.429660,0.083781,0.006266,-0.208670,0.167394,0.001211,-0.188064,0.083229,20.038241,8.104839,5.749311,4.056824,3.683327,4.013558,2.901268,2.475715,2.250160,2.012564,1.574378,1.505174,1.359001,1.364507,1.237910,1.206245,1.166220,1.048656,1.036590,1.188358,1.136150,1.060264,1.015154,0.931094,0.819702,0.631392,speech
